recorded_at,period_key,month_num,from_store_key,dest_store_key,brand_name,flavor_name,quantity,status,comment
2026-01-23,202601,1,baba_main,nakano,AZR BLACK (Azure Black Line),Royal Citrus (Black),100,completed,(14)移動: 1/23(金)
2026-01-05,202601,1,office,baba_main,AZR GOLD (Azure Gold Line),Royal Mango,500,completed,(4)移動: 1/5(月)
2026-01-05,202601,1,office,baba_2nd,AZR GOLD (Azure Gold Line),Royal Mango,500,completed,(7)移動: 1/5(月)
2026-01-20,202601,1,nakano,baba_2nd,FM (Fumari),Banana Custard,150,completed,(12)移動: 1/20(火)
2026-01-05,202601,1,office,baba_2nd,HF (Hookafina),Deja Blu,300,completed,(7)移動: 1/5(月)
2026-01-05,202601,1,office,baba_2nd,HF (Hookafina),Salted Caramel Waffle,500,completed,(7)移動: 1/5(月)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Bacon,750,completed,(1)入荷: 12/26(金) (arrival)
2026-01-25,202601,1,office,,TG NOIR (Tangiers Noir),Bacon,250,completed,(15)廃棄: 1/25(日) (dispose)
2026-01-05,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Banana Foster,200,completed,(4)移動: 1/5(月)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Basil Strawberry,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Basil Strawberry,250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Blueberry,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Blueberry,250,completed,(2)移動: 12/28(日)
2026-01-05,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Cane Mint,500,completed,(4)移動: 1/5(月)
2026-01-05,202601,1,office,baba_2nd,TG NOIR (Tangiers Noir),Cane Mint,300,completed,(7)移動: 1/5(月)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Chocolate Iced Cream,1000,completed,(1)入荷: 12/26(金) (arrival)
2026-01-09,202601,1,office,nakano,TG NOIR (Tangiers Noir),Chocolate Iced Cream,250,completed,(9)移動: 1/9(金)
2026-01-09,202601,1,office,baba_2nd,TG NOIR (Tangiers Noir),Chocolate Iced Cream,250,completed,(10)移動: 1/9(金)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Cinnamon,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Cinnamon,250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Clove,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Clove,250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Coconut,500,completed,(1)入荷: 12/26(金) (arrival)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Cookie Dough,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Cookie Dough,250,completed,(2)移動: 12/28(日)
2026-01-05,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Eric'S Mango,500,completed,(4)移動: 1/5(月)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Extreme Experimint,500,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Extreme Experimint,500,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Forbidden Fruit,750,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Forbidden Fruit,250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Green Apple Stuff,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Green Apple Stuff,250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Kiwi,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Kiwi,250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Lemon,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Lemon,250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Lime,500,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Lime,500,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Little Purple Stuff,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Little Purple Stuff,250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Mango Fling,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Mango Fling,250,completed,(2)移動: 12/28(日)
2026-01-05,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Mimon,200,completed,(4)移動: 1/5(月)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Mixed Fruit With Whipped Cream,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Mixed Fruit With Whipped Cream,250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Nectarine,500,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Nectarine,250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Passion Lemonade,500,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Passion Lemonade,500,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Peach Iced Tea,500,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Peach Iced Tea,250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG BIRQUQ (Tangiers Birquq),Pikina Sun (Birquq),250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG BIRQUQ (Tangiers Birquq),Pikina Sun (Birquq),250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG BIRQUQ (Tangiers Birquq),Pinepas (Birquq),250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG BIRQUQ (Tangiers Birquq),Pinepas (Birquq),250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Regal Flower,500,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Regal Flower,500,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Surfer'S Delight,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Surfer'S Delight,250,completed,(2)移動: 12/28(日)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Tropical Revenge,250,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Tropical Revenge,250,completed,(2)移動: 12/28(日)
2026-01-09,202601,1,office,nakano,TG NOIR (Tangiers Noir),Vanilla,200,completed,(9)移動: 1/9(金)
2025-12-26,202601,1,,office,TG NOIR (Tangiers Noir),Welsh Cream,1000,completed,(1)入荷: 12/26(金) (arrival)
2025-12-28,202601,1,office,baba_main,TG NOIR (Tangiers Noir),Welsh Cream,250,completed,(2)移動: 12/28(日)
2026-01-09,202601,1,office,nakano,TG NOIR (Tangiers Noir),Welsh Cream,250,completed,(9)移動: 1/9(金)
