recorded_at,period_key,month_num,from_store_key,dest_store_key,brand_name,flavor_name,quantity,status,comment
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Chai Masala,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,nakano,AZR GOLD (Azure Gold Line),Chocolate Cake,1000,completed,(3)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Chocolate Cake,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Chocolate Mint,500,completed,(4)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Chocolate Mint,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_main,AZR GOLD (Azure Gold Line),Down Under,500,completed,(5)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR BLACK (Azure Black Line),Down Under (Black),5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Grapefruit,500,completed,(4)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Grapefruit,10000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_main,AZR GOLD (Azure Gold Line),Green Tea,500,completed,(5)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Green Tea,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,nakano,AZR BLACK (Azure Black Line),Green Tea (Black),300,completed,(3)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR BLACK (Azure Black Line),Green Tea (Black),5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,nakano,AZR GOLD (Azure Gold Line),Guavi,1000,completed,(3)移動: 12/3(水)
2025-12-03,202512,12,office,baba_main,AZR GOLD (Azure Gold Line),Guavi,500,completed,(5)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Guavi,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Ice Lime,10000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Ice Pear,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-18,202512,12,,office,AZR BLACK (Azure Black Line),Island City Blend(Black),10000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Jasmine,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-18,202512,12,office,nakano,AZR GOLD (Azure Gold Line),Jungle Juice,500,completed,(17)移動: 12/18(木)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Jungle Juice,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_main,AZR GOLD (Azure Gold Line),Kokutou,1000,completed,(5)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR BLACK (Azure Black Line),Kokutou (Black),5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Lemongrass,500,completed,(4)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Lemongrass,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Lemon Sage,500,completed,(4)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Lemon Sage,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Lime,500,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Limoncello,500,completed,(4)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Limoncello,10000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,nakano,AZR BLACK (Azure Black Line),Limoncello (Black),500,completed,(3)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR BLACK (Azure Black Line),Limoncello (Black),5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Lychee,500,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,baba_main,AZR GOLD (Azure Gold Line),Lychee,1500,completed,(5)移動: 12/3(水)
2025-12-11,202512,12,baba_2nd,nakano,AZR GOLD (Azure Gold Line),Lychee,100,completed,(12)移動: 12/11(木)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Lychee,15000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-18,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Lychee,500,completed,(20)移動: 12/18(木)
2025-12-18,202512,12,baba_main,nakano,AZR BLACK (Azure Black Line),Lychee (Black),300,completed,(19)移動: 12/18(木)
2025-12-18,202512,12,office,baba_2nd,AZR BLACK (Azure Black Line),Lychee (Black),300,completed,(20)移動: 12/18(木)
2025-12-21,202512,12,office,baba_main,AZR BLACK (Azure Black Line),Lychee (Black),300,completed,(21)移動: 12/21(日)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Mexicola,500,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,baba_main,AZR GOLD (Azure Gold Line),Mexicola,500,completed,(5)移動: 12/3(水)
2025-12-18,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Mexicola,500,completed,(20)移動: 12/18(木)
2025-12-18,202512,12,,office,AZR BLACK (Azure Black Line),Mexicola (Black),4900,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),New Grape Mint,500,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,baba_main,AZR GOLD (Azure Gold Line),New Grape Mint,500,completed,(5)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Orange Crush,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-06,202512,12,office,baba_2nd,AZR BLACK (Azure Black Line),Orange Crush (Black),300,completed,(8)移動: 12/6(土)
2025-12-18,202512,12,,office,AZR BLACK (Azure Black Line),Orange Crush (Black),5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Passion Fruit,500,completed,(4)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Passion Fruit,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Pineapple Express,400,completed,(4)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Pineapple Express,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-18,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Queen Of Fruits,500,completed,(20)移動: 12/18(木)
2025-12-03,202512,12,office,nakano,AZR GOLD (Azure Gold Line),Rio Mint,1000,completed,(3)移動: 12/3(水)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Rio Mint,500,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,baba_main,AZR GOLD (Azure Gold Line),Rio Mint,500,completed,(5)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Rio Mint,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,nakano,AZR GOLD (Azure Gold Line),Royal Mango,1000,completed,(3)移動: 12/3(水)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Royal Mango,500,completed,(4)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Royal Mango,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Sour,500,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,nakano,AZR GOLD (Azure Gold Line),Tropical Paradise,500,completed,(3)移動: 12/3(水)
2025-12-03,202512,12,office,baba_main,AZR GOLD (Azure Gold Line),Tropical Paradise,500,completed,(5)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Tropical Paradise,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,nakano,AZR GOLD (Azure Gold Line),Vanilla Bean,1000,completed,(3)移動: 12/3(水)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Vanilla Bean,500,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,baba_main,AZR GOLD (Azure Gold Line),Vanilla Bean,500,completed,(5)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Vanilla Bean,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,baba_2nd,AZR GOLD (Azure Gold Line),Viva La Horchata,500,completed,(4)移動: 12/3(水)
2025-12-18,202512,12,,office,AZR GOLD (Azure Gold Line),Viva La Horchata,5000,completed,(18)入荷: 12/18(木) (arrival)
2025-12-03,202512,12,office,nakano,DBJ (Debaj),Milk,500,completed,(3)移動: 12/3(水)
2025-12-03,202512,12,office,baba_2nd,DBJ (Debaj),Milk,200,completed,(4)移動: 12/3(水)
2025-11-29,202512,12,baba_2nd,baba_main,FM (Fumari),Lemon Mint,31,completed,(1)移動: 11/29(土)
2025-12-03,202512,12,office,nakano,HF (Hookafina),Salted Caramel Waffle,1000,completed,(3)移動: 12/3(水)
2025-12-03,202512,12,office,baba_2nd,HF (Hookafina),Salted Caramel Waffle,500,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,baba_2nd,SB (Starbuzz/Bold),Lebanese Bomb Shell,750,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,baba_main,SB (Starbuzz/Bold),Lebanese Bomb Shell,500,completed,(5)移動: 12/3(水)
2025-12-15,202512,12,baba_main,nakano,SB (Starbuzz/Bold),Pirate'S Cave,500,completed,(15)移動: 12/15(月)
2025-12-15,202512,12,baba_main,baba_2nd,SB (Starbuzz/Bold),Safari Melon Dew,250,completed,(14)移動: 12/15(月)
2025-12-14,202512,12,nakano,baba_2nd,SS (Social Smoke),Absolute Zero,350,completed,(13)移動: 12/14(日)
2025-12-15,202512,12,baba_main,nakano,SS (Social Smoke),Cinnamon Roll,1000,completed,(15)移動: 12/15(月)
2025-11-29,202512,12,baba_main,baba_2nd,SS (Social Smoke),Japanese Yuzu,21,completed,(2)移動: 11/29(土)
2025-12-15,202512,12,baba_2nd,,SS (Social Smoke),Pear Chill,113,completed,(16)廃棄: 12/15(月) (dispose)
2025-12-03,202512,12,office,nakano,TF (Trifecta),Nawar,500,completed,(3)移動: 12/3(水)
2025-12-03,202512,12,office,nakano,TG NOIR (Tangiers Noir),Cane Mint,600,completed,(3)移動: 12/3(水)
2025-12-03,202512,12,office,baba_main,TG NOIR (Tangiers Noir),Cane Mint,200,completed,(5)移動: 12/3(水)
2025-12-05,202512,12,office,nakano,TG NOIR (Tangiers Noir),Cane Mint,500,completed,(7)移動: 12/5(金)
2025-12-10,202512,12,office,nakano,TG NOIR (Tangiers Noir),Cane Mint Alpha,2000,completed,(9)移動: 12/10(水)
2025-12-10,202512,12,office,baba_2nd,TG NOIR (Tangiers Noir),Cane Mint Alpha,2000,completed,(10)移動: 12/10(水)
2025-12-11,202512,12,office,baba_main,TG NOIR (Tangiers Noir),Cane Mint Alpha,2000,completed,(11)移動: 12/11(木)
2025-12-03,202512,12,office,nakano,TG NOIR (Tangiers Noir),Cherry Limeade,200,completed,(3)移動: 12/3(水)
2025-12-03,202512,12,office,nakano,TG NOIR (Tangiers Noir),Foreplay On The Peach,200,completed,(3)移動: 12/3(水)
2025-12-03,202512,12,office,baba_2nd,TG NOIR (Tangiers Noir),Foreplay On The Peach,100,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,baba_2nd,TG NOIR (Tangiers Noir),Kashmir Peach,100,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,baba_2nd,TG NOIR (Tangiers Noir),Ololiuqui,100,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,baba_2nd,TG NOIR (Tangiers Noir),Orange Soda,100,completed,(4)移動: 12/3(水)
2025-12-03,202512,12,office,nakano,TG NOIR (Tangiers Noir),Pink Grapefruit,200,completed,(3)移動: 12/3(水)
2025-12-05,202512,12,office,,TG NOIR (Tangiers Noir),Pumpkin,100,completed,(6)廃棄: 12/5(金) (dispose)
2025-12-03,202512,12,office,nakano,TG NOIR (Tangiers Noir),Raspberry Iced Tea,200,completed,(3)移動: 12/3(水)
2025-12-05,202512,12,office,,TG NOIR (Tangiers Noir),Vanilla,100,completed,(6)廃棄: 12/5(金) (dispose)
