ブランド,フレーバー,,,,合計,事務所タッパー,,,,,事務所在庫,,,,,,,,事務所物販,,,,,,,事務所合計,高田馬場本店タッパー,,,,,高田馬場本店在庫,,,,,,,,高田馬場本店物販,,,,,,,高田馬場本店合計,中野店タッパー,,,,,中野店在庫,,,,,,,,中野店物販,,,,,,,中野店合計,高田馬場2号店タッパー,,,,,高田馬場2号店在庫,,,,,,,,高田馬場2号店物販,,,,,,,高田馬場2号店合計,,,(A) 前月棚卸し,,,,(B) 前月消費量,,,,(1)入荷: 2/26(木),,,TRUE,(2)移動: 2/26(木),,,TRUE,(3)移動: 2/28(日),,,TRUE,(4)移動: 2/28(日),,,TRUE,(5) (欠番),,,TRUE,(6)移動: 3/1(日),,,TRUE,(7)移動: 3/1(日),,,TRUE,(8)移動: 3/2(月),,,TRUE,(9)移動: 3/2(月),,,TRUE,(10)移動: 3/2(月),,,TRUE,(11)移動: 3/7(土),,,TRUE,(12)移動: 3/14(土),,,TRUE,(13)移動: 3/14(土),,,TRUE,2026-03-16,,,TRUE,2026-03-16,,,TRUE,02/26,,通関ミスの為、そもそもー500g入荷してた。,TRUE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,(C) 移動・入荷合計,,,,(D) 移動後の暫定値 (A + C),,,,(E) 今月棚卸し,,,,(F) 今月消費量,,,,(G) 来月予測値 (E - F),,,,,棚卸し完了日,,,,,在庫量確認用,,,アプリ表示
TG NOIR (Tangiers Noir),Mango Fling,,,,180,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,180,,,,180,,,,,,,,0,,,,,,,0,180,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,210,0,0,0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,210,0,0,0,180,0,0,0,30,0,0,0,150,0,0,,,,,,,11,210,,TRUE
TG NOIR (Tangiers Noir),Maraschino Cherry,✕,Strong,,"2,831",-,-,-,-,0,,26,,,,,,"2,600",,,,,,,0,"2,600",131,,,,131,,1,,,,,,100,,,,,,,0,231,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,"2,700",139,0,0,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,100,0,0,"2,600",239,0,0,"2,600",231,0,0,0,8,0,0,"2,600",223,0,0,,,,,,,30,"2,839",,TRUE
TG NOIR (Tangiers Noir),Marigold,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Midnight Orchard Apple,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Mime,✕,Normal,,"1,731",-,-,-,-,0,,15,,,,,,"1,500",,,,,,,0,"1,500",131,,,,131,,1,,,,,,100,,,,,,,0,231,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,"1,500",238,0,0,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"1,500",238,0,0,"1,500",231,0,0,0,7,0,0,"1,500",224,0,0,,,,,,,24,"1,738",,TRUE
TG NOIR (Tangiers Noir),Mimon,✕,Normal,,"2,120",-,-,-,-,0,,18,,,,,,"1,800",,,,,,,0,"1,800",209,,,,209,,1,,,,,,100,,,,,,,0,309,11,,,,11,,,,,,,,0,,,,,,,0,11,,,,,0,,,,,,,,0,,,,,,,0,0,,,"1,800",322,40,0,0,21,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"1,800",322,40,0,"1,800",309,11,0,0,13,29,0,"1,800",296,-18,0,,,,,,,101,"2,162",,TRUE
TG NOIR (Tangiers Noir),Mixed Fruit With Whipped Cream,,,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,38,0,,TRUE
TG NOIR (Tangiers Noir),Nectarine,✕,Normal,,"1,028",-,-,-,-,0,,1,,,1,,,350,,,,,,,0,350,201,227,,,428,,,,,1,,,250,,,,,,,0,678,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,350,696,0,0,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,350,696,0,0,350,678,0,0,0,18,0,0,350,660,0,0,,,,,,,14,"1,046",,TRUE
TG NOIR (Tangiers Noir),New Lemon Lime,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Ololiuqui,✕,Strong,,"3,963",-,-,-,-,0,,27,,,,,,"2,700",,,,,,,0,"2,700",92,,,,92,,2,,,,,,200,,,,,,,0,292,101,,,,101,,6,,,,,,600,,,,,,,0,701,170,,,,170,,1,,,,,,100,,,,,,,0,270,,,"2,700",294,773,292,0,24,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"2,700",294,773,292,"2,700",292,701,270,0,2,72,22,"2,700",290,629,248,,,,,,,68,"4,059",,TRUE
TG NOIR (Tangiers Noir),Orange Soda,△,Normal,1,"2,978",-,-,-,-,0,,22,,,,,,"2,200",,,,,,,0,"2,200",68,,,,68,,2,,,,,,200,,,,,,,0,268,198,,,,198,,1,,,,,,100,,,,,,,0,298,112,,,,112,,1,,,,,,100,,,,,,,0,212,,,"2,200",300,380,256,0,59,42,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"2,200",300,380,256,"2,200",268,298,212,0,32,82,44,"2,200",236,216,168,,,,,,,165,"3,136",,TRUE
TG F-LINE (Tangiers F-Line),Orange Soda (F-Line),✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Panic Punch,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG BIRQUQ (Tangiers Birquq),Panic Punch (Birquq),✕,Normal,,775,-,-,-,-,0,,5,,,,,,500,,,,,,,0,500,75,,,,75,,2,,,,,,200,,,,,,,0,275,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,500,286,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,500,286,0,0,500,275,0,0,0,11,0,0,500,264,0,0,,,,,,,10,786,,TRUE
TG NOIR (Tangiers Noir),Papa'S Foreplay,✕,Normal,,93,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,93,,,,93,,,,,,,,0,,,,,,,0,93,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,95,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,95,0,0,0,93,0,0,0,2,0,0,0,91,0,0,,,,,,,1,95,,TRUE
TG NOIR (Tangiers Noir),Papaya Sorbet,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Passion Lemonade,✕,Normal,,364,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,114,,,,114,,,,,1,,,250,,,,,,,0,364,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,381,0,0,0,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,381,0,0,0,364,0,0,0,17,0,0,0,347,0,0,,,,,,,38,381,,TRUE
TG NOIR (Tangiers Noir),Peach Cobbler,✕,Normal,,268,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,268,,,,268,,,,,,,,0,,,,,,,0,268,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,298,0,0,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,298,0,0,0,268,0,0,0,30,0,0,0,238,0,0,,,,,,,14,298,,TRUE
TG NOIR (Tangiers Noir),Peach Iced Tea,✕,Normal,,"1,059",-,-,-,-,0,,3,,,1,,,550,,,,,,,0,550,59,,,,59,,2,,,1,,,450,,,,,,,0,509,,,,,0,,,,,,,,0,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,0,0,,,550,516,0,54,0,25,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,550,516,0,54,550,509,0,0,0,7,0,54,550,502,0,-54,,,,,,,40,"1,120",,TRUE
TG NOIR (Tangiers Noir),Pear,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Pikina Sun,✕,Normal,,20,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,20,,,,20,,,,,,,,0,,,,,,,0,20,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,42,0,0,0,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,42,0,0,0,20,0,0,0,22,0,0,0,-2,0,0,,,,,,,13,42,,TRUE
TG BIRQUQ (Tangiers Birquq),Pikina Sun (Birquq),,,,250,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,250,,,,250,,,,,,,,0,,,,,,,0,250,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,250,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,250,0,0,0,250,0,0,0,0,0,0,0,250,0,0,,,,,,,0,250,,TRUE
TG NOIR (Tangiers Noir),Pineapple,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Pinepas,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG BIRQUQ (Tangiers Birquq),Pinepas (Birquq),,,,137,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,137,,,,137,,,,,,,,0,,,,,,,0,137,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,165,0,0,0,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,165,0,0,0,137,0,0,0,28,0,0,0,109,0,0,,,,,,,50,165,,TRUE
TG NOIR (Tangiers Noir),Pinetops,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Pink Grapefruit,✕,Normal,,"3,114",-,-,-,-,0,,25,,,,,,"2,500",,,,,,,0,"2,500",67,,,,67,,2,,,,,,200,,,,,,,0,267,21,,,,21,,,,,,,,0,,,,,,,0,21,70,256,,,326,,,,,,,,0,,,,,,,0,326,,,"2,500",278,82,316,0,34,63,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"2,500",278,82,316,"2,500",267,21,326,0,11,61,-10,"2,500",256,-40,336,,,,,,,125,"3,176",,TRUE
TG NOIR (Tangiers Noir),Pomegranate,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG BURLEY (Tangiers Burley),Prince Of Grey (Burley),✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Pumpkin,✕,Strong,,"1,424",-,-,-,-,0,,10,,,,,,"1,000",,,,,,,0,"1,000",124,,,,124,,3,,,,,,300,,,,,,,0,424,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,"1,000",433,0,0,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"1,000",433,0,0,"1,000",424,0,0,0,9,0,0,"1,000",415,0,0,,,,,,,22,"1,433",,TRUE
TG NOIR (Tangiers Noir),Rangoon Sunrise,✕,Normal,,14,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,14,,,,14,,,,,,,,0,,,,,,,0,14,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,18,0,0,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,0,0,0,14,0,0,0,4,0,0,0,10,0,0,,,,,,,14,18,,TRUE
TG NOIR (Tangiers Noir),Rasfruit,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Raspberry Iced Tea,✕,Strong,,"1,246",-,-,-,-,0,,7,,,,,,700,,,,,,,0,700,190,,,,190,,,,,,,,0,,,,,,,0,190,135,,,,135,,,,,,,,0,,,,,,,0,135,121,,,,121,,1,,,,,,100,,,,,,,0,221,,,800,92,188,244,0,21,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,100,0,0,700,192,188,244,700,190,135,221,0,2,53,23,700,188,82,198,,,,,,,69,"1,324",,TRUE
TG NOIR (Tangiers Noir),Regal Flower,✕,Strong,,488,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,238,,,,238,,,,,1,,,250,,,,,,,0,488,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,494,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,494,0,0,0,488,0,0,0,6,0,0,0,482,0,0,,,,,,,0,494,,TRUE
TG NOIR (Tangiers Noir),Sage Mint,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Sevilla Orange,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Sour,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Static Starlight,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
