ブランド,フレーバー,,,,合計,事務所タッパー,,,,,事務所在庫,,,,,,,,事務所物販,,,,,,,事務所合計,高田馬場本店タッパー,,,,,高田馬場本店在庫,,,,,,,,高田馬場本店物販,,,,,,,高田馬場本店合計,中野店タッパー,,,,,中野店在庫,,,,,,,,中野店物販,,,,,,,中野店合計,高田馬場2号店タッパー,,,,,高田馬場2号店在庫,,,,,,,,高田馬場2号店物販,,,,,,,高田馬場2号店合計,,,(A) 前月棚卸し,,,,(B) 前月消費量,,,,03/30,,,TRUE,03/30,,,TRUE,03/30,,佐賀県に持って行くぞ✈️,TRUE,03/30,,,TRUE,03/31,,,TRUE,03/31,,,TRUE,04/01,,,TRUE,04/04,,,TRUE,04/08,,,TRUE,04/15,,我慢できずに吸った。,TRUE,04/15,,,TRUE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,(C) 移動・入荷合計,,,,(D) 移動後の暫定値 (A + C),,,,(E) 今月棚卸し,,,,(F) 今月消費量,,,,(G) 来月予測値 (E - F),,,,,棚卸し完了日,,,,,在庫量確認用,,,アプリ表示
TG NOIR (Tangiers Noir),Clove,✕,Strong,,432,-,-,-,-,0,,1,,,,,,100,,,,,,,0,100,82,-,,,82,,,,,1,,,250,,,,,,,0,332,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,100,396,0,0,0,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,396,0,0,100,332,0,0,0,64,0,0,100,268,0,0,,,,,,,39,496,,TRUE
TG NOIR (Tangiers Noir),Cocoa,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Coconut,✕,Sweet,,977,-,-,-,-,0,,3,,,2,,,800,,,,,,,0,800,177,-,,,177,,,,,,,,0,,,,,,,0,177,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,800,231,0,7,0,22,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,800,231,0,7,800,177,0,0,0,54,0,7,800,123,0,-7,,,,,,,28,"1,038",,TRUE
TG NOIR (Tangiers Noir),Cookie Dough,✕,Sweet,,37,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,37,-,,,37,,,,,,,,0,,,,,,,0,37,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,99,0,0,0,71,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,99,0,0,0,37,0,0,0,62,0,0,0,-25,0,0,,,,,,,71,99,,TRUE
TG NOIR (Tangiers Noir),Cool Strawberry,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Cooling,✕,Normal,,"1,495",-,-,-,-,0,,9,,,,,,900,,,,,,,0,900,215,-,,,215,,2,,,,,,200,,,,,,,0,415,20,,,,20,,,,,,,,0,,,,,,,0,20,160,-,,,160,,,,,,,,0,,,,,,,0,160,,,"1,100",222,64,160,0,35,48,1,,,,,,,,,,,,,-200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200,200,0,0,900,422,64,160,900,415,20,160,0,7,44,0,900,408,-24,160,,,,,,,84,"1,546",,TRUE
TG NOIR (Tangiers Noir),Dark Cherry,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,54,0,,TRUE
TG NOIR (Tangiers Noir),Double Orange,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
TG NOIR (Tangiers Noir),Eric'S Mango,△,Normal,1,"3,205",-,-,-,-,0,,25,,,,,,"2,500",,,,,,,0,"2,500",97,241,,,338,,2,,,,,,200,,,,,,,0,538,167,,,,167,,,,,,,,0,,,,,,,0,167,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,"2,800",677,0,0,0,69,0,0,,,,,,,,,,,,,,,,,-300,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-300,0,300,0,"2,500",677,300,0,"2,500",538,167,0,0,139,133,0,"2,500",399,34,0,,,,,,,69,"3,477",,TRUE
TG NOIR (Tangiers Noir),Experimint,✕,Mint,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Extreme Cane Mint,✕,Mint,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Extreme Experimint,,,,144,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,144,-,,,144,,,,,,,,0,,,,,,,0,144,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,244,0,0,0,82,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,244,0,0,0,144,0,0,0,100,0,0,0,44,0,0,,,,,,,82,244,,TRUE
TG NOIR (Tangiers Noir),Forbidden Fruit,✕,Normal,,342,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,92,-,,,92,,,,,1,,,250,,,,,,,0,342,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,429,0,0,0,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,429,0,0,0,342,0,0,0,87,0,0,0,255,0,0,,,,,,,26,429,,TRUE
TG NOIR (Tangiers Noir),Foreplay On The Peach,△,Normal,1,"2,362",-,-,-,-,0,,19,,,,,,"1,900",,,,,,,0,"1,900",205,-,,,205,,1,,,,,,100,,,,,,,0,305,0,,,,0,,,,,,,,0,,,,,,,0,0,57,-,,,57,,1,,,,,,100,,,,,,,0,157,,,"2,000",297,19,86,0,5,45,19,,,,,-100,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,0,0,100,"1,900",297,19,186,"1,900",305,0,157,0,-8,19,29,"1,900",313,-19,128,,,,,,,69,"2,402",,TRUE
TG BIRQUQ (Tangiers Birquq),Foreplay On The Peach (Birquq),✕,Normal,,13,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,13,-,,,13,,,,,,,,0,,,,,,,0,13,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,26,0,0,0,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,26,0,0,0,13,0,0,0,13,0,0,0,0,0,0,,,,,,,13,26,,TRUE
TG NOIR (Tangiers Noir),Ginger Pear,✕,Normal,,369,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,119,,,,119,,,,,1,,,250,,,,,,,0,369,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,369,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,369,0,0,0,369,0,0,0,0,0,0,0,369,0,0,,,,,,,3,369,,TRUE
TG NOIR (Tangiers Noir),Grapefruit,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Green Apple Stuff,✕,Normal,,49,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,49,-,,,49,,,,,,,,0,,,,,,,0,49,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,87,0,0,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,87,0,0,0,49,0,0,0,38,0,0,0,11,0,0,,,,,,,22,87,,TRUE
TG NOIR (Tangiers Noir),Green Apple Tea,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Green Tea,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,21,0,,FALSE
TG NOIR (Tangiers Noir),Guanabana,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,31,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,31,0,0,0,0,0,0,0,31,0,0,0,-31,0,0,,,,,,,2,31,,FALSE
TG NOIR (Tangiers Noir),Hacitraegas,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
TG F-LINE (Tangiers F-Line),Kashmir (F-Line),✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Kashmir Apple,✕,Strong,,"1,776",-,-,-,-,0,,16,,,,,,"1,600",,,,,,,0,"1,600",176,-,,,176,,,,,,,,0,,,,,,,0,176,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,"1,600",187,0,0,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"1,600",187,0,0,"1,600",176,0,0,0,11,0,0,"1,600",165,0,0,,,,,,,22,"1,787",,TRUE
TG NOIR (Tangiers Noir),Kashmir Lime,✕,Strong,,"4,224",-,-,-,-,0,,38,,,,,,"3,800",,,,,,,0,"3,800",65,-,,,65,,2,,,,,,200,,,,,,,0,265,159,,,,159,,,,,,,,0,,,,,,,0,159,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,"4,000",301,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,-200,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200,0,200,0,"3,800",301,200,0,"3,800",265,159,0,0,36,41,0,"3,800",229,118,0,,,,,,,5,"4,301",,TRUE
TG NOIR (Tangiers Noir),Kashmir Peach,△,Strong,1,142,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,68,,,,68,,,,,,,,0,,,,,,,0,68,74,-,,,74,,,,,,,,0,,,,,,,0,74,,,0,0,94,96,0,0,32,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,94,96,0,0,68,74,0,0,26,22,0,0,42,52,,,,,,,87,190,,TRUE
TG NOIR (Tangiers Noir),Key Lime Pie,✕,Normal,,39,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,39,-,,,39,,,,,,,,0,,,,,,,0,39,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,39,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,39,0,0,0,39,0,0,0,0,0,0,0,39,0,0,,,,,,,0,39,,TRUE
TG NOIR (Tangiers Noir),Kiwi,,,,368,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,118,-,,,118,,,,,1,,,250,,,,,,,0,368,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,448,0,0,0,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,448,0,0,0,368,0,0,0,80,0,0,0,288,0,0,,,,,,,52,448,,TRUE
TG NOIR (Tangiers Noir),Kosmik,✕,Strong,,"2,416",-,-,-,-,0,,20,,,,,,"2,000",,,,,,,0,"2,000",16,-,,,16,,4,,,,,,400,,,,,,,0,416,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,"2,000",456,0,0,0,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"2,000",456,0,0,"2,000",416,0,0,0,40,0,0,"2,000",376,0,0,,,,,,,25,"2,456",,TRUE
TG NOIR (Tangiers Noir),Lemon,,,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
TG NOIR (Tangiers Noir),Lemon Blossom,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
TG NOIR (Tangiers Noir),Lemon Lime,△,Normal,1,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,0,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10,0,,TRUE
TG NOIR (Tangiers Noir),Lemongrass,✕,Normal,,72,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,72,-,,,72,,,,,,,,0,,,,,,,0,72,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,43,0,0,0,44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,43,0,0,0,72,0,0,0,-29,0,0,0,101,0,0,,,,,,,44,43,,TRUE
TG NOIR (Tangiers Noir),Lemon Tea,✕,Normal,,"2,493",-,-,-,-,0,,21,,,,,,"2,100",,,,,,,0,"2,100",193,-,,,193,,2,,,,,,200,,,,,,,0,393,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,"2,200",331,0,0,0,1,0,0,,,,,,,,,,,,,-100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,100,0,0,"2,100",431,0,0,"2,100",393,0,0,0,38,0,0,"2,100",355,0,0,,,,,,,1,"2,531",,TRUE
TG NOIR (Tangiers Noir),Lime,,,,294,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,44,-,,,44,,,,,1,,,250,,,,,,,0,294,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,343,0,0,0,63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,343,0,0,0,294,0,0,0,49,0,0,0,245,0,0,,,,,,,63,343,,TRUE
TG NOIR (Tangiers Noir),Liquorice,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
TG NOIR (Tangiers Noir),Little Purple Stuff,✕,Strong,,31,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,31,-,,,31,,,,,,,,0,,,,,,,0,31,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,81,0,0,0,51,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,81,0,0,0,31,0,0,0,50,0,0,0,-19,0,0,,,,,,,51,81,,TRUE
TG NOIR (Tangiers Noir),Mandarin Orange,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,8,0,0,0,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,-8,0,0,,,,,,,59,8,,TRUE
TG NOIR (Tangiers Noir),Mango Fling,,,,154,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,154,-,,,154,,,,,,,,0,,,,,,,0,154,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,180,0,0,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,180,0,0,0,154,0,0,0,26,0,0,0,128,0,0,,,,,,,30,180,,TRUE
