ブランド,フレーバー,,,,合計,事務所タッパー,,,,,事務所在庫,,,,,,,,事務所物販,,,,,,,事務所合計,高田馬場本店タッパー,,,,,高田馬場本店在庫,,,,,,,,高田馬場本店物販,,,,,,,高田馬場本店合計,中野店タッパー,,,,,中野店在庫,,,,,,,,中野店物販,,,,,,,中野店合計,高田馬場2号店タッパー,,,,,高田馬場2号店在庫,,,,,,,,高田馬場2号店物販,,,,,,,高田馬場2号店合計,,,(A) 前月棚卸し,,,,(B) 前月消費量,,,,(1)移動: 11/29(土),,,,(2)移動: 11/29(土),,,,(3)移動: 12/3(水),,,,(4)移動: 12/3(水),,,,(5)移動: 12/3(水),,,,(6)廃棄: 12/5(金),,,,(7)移動: 12/5(金),,,,(8)移動: 12/6(土),,,,(9)移動: 12/10(水),,,,(10)移動: 12/10(水),,,,(11)移動: 12/11(木),,,,(12)移動: 12/11(木),,,,(13)移動: 12/14(日),,,,(14)移動: 12/15(月),,,,(15)移動: 12/15(月),,,,(16)廃棄: 12/15(月),,,,(17)移動: 12/18(木),,,,(18)入荷: 12/18(木),,,,(19)移動: 12/18(木),,,,(20)移動: 12/18(木),,,,(21)移動: 12/21(日),,,,(22),,,,(23),,,,(24),,,,(25),,,,(26),,,,(27),,,,(28),,,,(29),,,,(30),,,,(C) 移動・入荷合計,,,,(D) 移動後の暫定値 (A + C),,,,(E) 今月棚卸し,,,,(F) 今月消費量,,,,(G) 来月予測値 (E - F),,,,,棚卸し完了日,,,,,在庫量確認用,
,名前,"メニュー
内/外","ホース
の色","標準
タッパー数",,基本,予備1,予備2,予備3,合計,50g,100g,125g,200g,250g,1kg,他,合計,50g,100g,125g,200g,250g,1kg,合計,,基本,予備1,予備2,予備3,合計,50g,100g,125g,200g,250g,1kg,他,合計,50g,100g,125g,200g,250g,1kg,合計,,基本,予備1,予備2,予備3,合計,50g,100g,125g,200g,250g,1kg,他,合計,50g,100g,125g,200g,250g,1kg,合計,,基本,予備1,予備2,予備3,合計,50g,100g,125g,200g,250g,1kg,他,合計,50g,100g,125g,200g,250g,1kg,合計,,,,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,事務所,本店,中野店,馬場２,,事務所,本店,中野店,馬場2,,前月消費量総計,移動後の暫定値総計
AZR BLACK (Azure Black Line),Dubai Apple (Black),✕,Strong,,"4,023",-,-,-,-,0,,33,,,,,,"3,300",,,,,,,0,"3,300",51,-,-,-,51,,,,,,,,0,,1,,,,,100,151,54,-,-,-,54,,,,,,,,0,,1,,,,,100,154,18,-,-,-,18,,,,,,,,0,,4,,,,,400,418,,,"3,300",453,372,623,0,7,19,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"3,300",453,372,623,"3,300",151,154,418,0,302,218,205,"3,300",-151,-64,213,,,,,,,21,"4,748"
AZR GOLD (Azure Gold Line),Grapefruit,◯,Normal,2,"22,172",-,-,-,-,0,,195,,,,,,"19,500",,,,,,,0,"19,500",212,14,-,-,226,,4,,,,,,400,,,,,,,0,626,175,-,-,-,175,,6,,,,,,600,,,,,,,0,775,168,203,-,-,371,,4,,,,,,400,,5,,,,,500,"1,271",,,"10,000",773,"1,068","1,055",0,100,255,295,,,,,,,,,,,,,-500,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,500",0,0,500,"19,500",773,"1,068","1,555","19,500",626,775,"1,271",0,147,293,284,"19,500",479,482,987,,,,,,,650,"22,896"
AZR GOLD (Azure Gold Line),Green Tea,◯,Normal,2,"22,860",-,-,-,-,0,,195,,,,,,"19,500",,,,,,,0,"19,500",33,213,-,-,246,,5,,,,,,500,,5,,,,,500,"1,246",128,213,-,-,341,,,,,,,,0,,5,,,,,500,841,129,244,-,-,373,,5,,,,,,500,,4,,,,,400,"1,273",,,"15,000",826,960,"1,510",0,157,213,115,,,,,,,,,,,,,,,,,-500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,500",500,0,0,"19,500","1,326",960,"1,510","19,500","1,246",841,"1,273",0,80,119,237,"19,500","1,166",722,"1,036",,,,,,,485,"23,296"
AZR BLACK (Azure Black Line),Green Tea (Black),✕,Normal,,"5,966",-,-,-,-,0,,53,,,,,,"5,300",,,,,,,0,"5,300",79,-,-,-,79,,1,,,,,,100,,1,,,,,100,279,66,-,-,-,66,,,,,,,,0,,1,,,,,100,166,21,-,-,-,21,,,,,,,,0,,2,,,,,200,221,,,600,287,103,341,0,8,2,121,,,,,,,,,-300,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,700",0,300,0,"5,300",287,403,341,"5,300",279,166,221,0,8,237,120,"5,300",271,-71,101,,,,,,,131,"6,331"
AZR GOLD (Azure Gold Line),Guavi,◯,Normal,1,"7,817",-,-,-,-,0,,55,,,,,,"5,500",,,,,,,0,"5,500",248,-,-,-,248,,,,,,,,0,,5,,,,,500,748,205,-,-,-,205,,4,,,,,,400,,3,,,,,300,905,164,-,-,-,164,,1,,,,,,100,,4,,,,,400,664,,,"2,000",352,253,960,0,514,974,274,,,,,,,,,"-1,000",,"1,000",,,,,,-500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,500",500,"1,000",0,"5,500",852,"1,253",960,"5,500",748,905,664,0,104,348,296,"5,500",644,557,368,,,,,,,"1,762","8,565"
AZR GOLD (Azure Gold Line),Ice Lime,✕,Normal,,"10,000",-,-,-,-,0,,100,,,,,,"10,000",,,,,,,0,"10,000",-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000",0,0,0,"10,000",0,0,0,"10,000",0,0,0,0,0,0,0,"10,000",0,0,0,,,,,,,0,"10,000"
AZR GOLD (Azure Gold Line),Ice Pear,◯,Normal,1,"20,933",-,-,-,-,0,,185,,,,,,"18,500",,,,,,,0,"18,500",62,251,-,-,313,,5,,,,,,500,,,,,,,0,813,73,-,-,-,73,,6,,,,,,600,,,,,,,0,673,241,206,-,-,447,,5,,,,,,500,,,,,,,0,947,,,"13,500",858,854,"1,202",0,80,67,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",0,0,0,"18,500",858,854,"1,202","18,500",813,673,947,0,45,181,255,"18,500",768,492,692,,,,,,,283,"21,414"
AZR BLACK (Azure Black Line),Island City Blend(Black),✕,Strong,,"10,009",-,-,-,-,0,,100,,,,,,"10,000",,,,,,,0,"10,000",9,-,-,-,9,,,,,,,,0,,,,,,,0,9,0,-,-,-,0,,,,,,,,0,,,,,,,0,0,0,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,0,9,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000",0,0,0,"10,000",9,0,0,"10,000",9,0,0,0,0,0,0,"10,000",9,0,0,,,,,,,6,"10,009"
AZR GOLD (Azure Gold Line),Jasmine,◯,Strong,2,"19,953",-,-,-,-,0,,160,,,,,,"16,000",,,,,,,0,"16,000",122,-,-,-,122,,9,,,,,,900,,5,,,,,500,"1,522",148,0,-,-,148,,5,,,,,,500,,5,,,,,500,"1,148",161,222,-,-,383,,4,,,,,,400,,5,,,,,500,"1,283",,,"11,000","1,682","1,239","1,416",0,65,170,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",0,0,0,"16,000","1,682","1,239","1,416","16,000","1,522","1,148","1,283",0,160,91,133,"16,000","1,362","1,057","1,150",,,,,,,523,"20,337"
AZR GOLD (Azure Gold Line),Jungle Juice,◯,Normal,1,"8,300",-,-,-,-,0,,54,,,,,,"5,400",,,,,,,0,"5,400",94,-,-,-,94,,7,,,,,,700,,5,,,,,500,"1,294",102,-,-,-,102,,2,,,,,,200,,5,,,,,500,802,204,-,-,-,204,,2,,,,,,200,,4,,,,,400,804,,,900,"1,428",495,"1,015",0,280,565,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-500,,500,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,500",0,500,0,"5,400","1,428",995,"1,015","5,400","1,294",802,804,0,134,193,211,"5,400","1,160",609,593,,,,,,,"1,027","8,838"
AZR GOLD (Azure Gold Line),Kokutou,◯,Sweet,2,"21,965",-,-,-,-,0,,185,,,,,,"18,500",,,,,,,0,"18,500",178,235,-,-,413,,6,,,,,,600,,5,,,,,500,"1,513",278,209,-,-,487,,,,,,,,0,,3,,,,,300,787,250,215,-,-,465,,2,,,,,,200,,5,,,,,500,"1,165",,,"19,500",949,923,"1,538",0,25,318,167,,,,,,,,,,,,,,,,,"-1,000","1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000","1,000",0,0,"18,500","1,949",923,"1,538","18,500","1,513",787,"1,165",0,436,136,373,"18,500","1,077",651,792,,,,,,,510,"22,910"
AZR BLACK (Azure Black Line),Kokutou (Black),✕,Sweet,,"8,264",-,-,-,-,0,,70,,,,,,"7,000",,,,,,,0,"7,000",74,-,-,-,74,,2,,,,,,200,,1,,,,,100,374,46,-,-,-,46,,,,,,,,0,,3,,,,,300,346,44,-,-,-,44,,,,,,,,0,,5,,,,,500,544,,,"2,000",492,584,590,0,141,162,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",0,0,0,"7,000",492,584,590,"7,000",374,346,544,0,118,238,46,"7,000",256,108,498,,,,,,,364,"8,666"
AZR GOLD (Azure Gold Line),Lemongrass,◯,Normal,1,"14,852",-,-,-,-,0,,115,,,,,,"11,500",,,,,,,0,"11,500",133,-,-,-,133,,5,,,,,,500,,5,,,,,500,"1,133",104,-,-,-,104,,,,,,,,0,,6,,,,,600,704,61,254,-,-,315,,7,,,,,,700,,5,,,,,500,"1,515",,,"7,000","1,164",739,"1,090",0,26,80,54,,,,,,,,,,,,,-500,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,500",0,0,500,"11,500","1,164",739,"1,590","11,500","1,133",704,"1,515",0,31,35,75,"11,500","1,102",669,"1,440",,,,,,,160,"14,993"
AZR BLACK (Azure Black Line),Lemongrass (Black),✕,Normal,,"4,421",-,-,-,-,0,,35,,,,,,"3,500",,,,,,,0,"3,500",0,-,-,-,0,,,,,,,,0,,1,,,,,100,100,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,21,-,-,-,21,,3,,,,,,300,,5,,,,,500,821,,,"3,500",110,0,824,0,-1,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"3,500",110,0,824,"3,500",100,0,821,0,10,0,3,"3,500",90,0,818,,,,,,,103,"4,434"
AZR GOLD (Azure Gold Line),Lemon Muffin,◯,Normal,1,"2,733",-,-,-,-,0,,5,,,,,,500,,,,,,,0,500,144,-,-,-,144,,5,,,,,,500,,5,,,,,500,"1,144",132,-,-,-,132,,,,,,,,0,,1,,,,,100,232,157,-,-,-,157,,2,,,,,,200,,5,,,,,500,857,,,500,"1,157",386,894,0,4,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,500,"1,157",386,894,500,"1,144",232,857,0,13,154,37,500,"1,131",78,820,,,,,,,45,"2,937"
AZR GOLD (Azure Gold Line),Lemon Sage,◯,Normal,1,"16,602",-,-,-,-,0,,125,,,,,,"12,500",,,,,,,0,"12,500",165,-,-,-,165,,5,,,,,,500,,5,,,,,500,"1,165",128,-,-,-,128,,9,,,,,,900,,5,,,,,500,"1,528",92,217,-,-,309,,8,,,,,,800,,3,,,,,300,"1,409",,,"8,000","1,173","1,596","1,188",0,6,73,65,,,,,,,,,,,,,-500,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,500",0,0,500,"12,500","1,173","1,596","1,688","12,500","1,165","1,528","1,409",0,8,68,279,"12,500","1,157","1,460","1,130",,,,,,,144,"16,957"
AZR GOLD (Azure Gold Line),Lime,◯,Normal,1,"17,303",-,-,-,-,0,,135,,,,,,"13,500",,,,,,,0,"13,500",132,224,-,-,356,,4,,,,,,400,,5,,,,,500,"1,256",102,-,-,-,102,,5,,,,,,500,,5,,,,,500,"1,102",228,217,-,-,445,,5,,,,,,500,,5,,,,,500,"1,445",,,"14,000","1,287","1,183","1,059",0,36,81,230,,,,,,,,,,,,,-500,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-500,0,0,500,"13,500","1,287","1,183","1,559","13,500","1,256","1,102","1,445",0,31,81,114,"13,500","1,225","1,021","1,331",,,,,,,347,"17,529"
AZR GOLD (Azure Gold Line),Lime Cola,✕,Normal,,"1,272",-,-,-,-,0,,0,,,,,,0,,,,,,,0,0,70,-,-,-,70,,,,,,,,0,,4,,,,,400,470,124,-,-,-,124,,,,,,,,0,,4,,,,,400,524,178,-,-,-,178,,,,,,,,0,,1,,,,,100,278,,,0,472,542,488,0,122,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,472,542,488,0,470,524,278,0,2,18,210,0,468,506,68,,,,,,,186,"1,502"
AZR GOLD (Azure Gold Line),Limoncello,◯,Normal,2,"22,362",-,-,-,-,0,,185,,,,,,"18,500",,,,,,,0,"18,500",214,18,-,-,232,,7,,,,,,700,,3,,,,,300,"1,232",119,217,-,-,336,,4,,,,,,400,,5,,,,,500,"1,236",178,216,-,-,394,,5,,,,,,500,,5,,,,,500,"1,394",,,"9,000","1,571","1,452","1,097",0,168,529,199,,,,,,,,,,,,,-500,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,500",0,0,500,"18,500","1,571","1,452","1,597","18,500","1,232","1,236","1,394",0,339,216,203,"18,500",893,"1,020","1,191",,,,,,,896,"23,120"
AZR BLACK (Azure Black Line),Limoncello (Black),✕,Normal,,"6,285",-,-,-,-,0,,50,,,,,,"5,000",,,,,,,0,"5,000",90,-,-,-,90,,1,,,,,,100,,1,,,,,100,290,0,-,-,-,0,,,,,,,,0,,1,,,,,100,100,95,-,-,-,95,,4,,,,,,400,,4,,,,,400,895,,,500,420,203,915,0,254,375,17,,,,,,,,,-500,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,500",0,500,0,"5,000",420,703,915,"5,000",290,100,895,0,130,603,20,"5,000",160,-503,875,,,,,,,646,"7,038"
AZR GOLD (Azure Gold Line),Lychee,◯,Normal,2,"30,148",-,-,-,-,0,,265,,,,,,"26,500",,,,,,,0,"26,500",95,220,-,-,315,,7,,,,,,700,,5,,,,,500,"1,515",254,260,-,-,514,,,,,,,,0,,3,,,,,300,814,109,210,-,-,319,,5,,,,,,500,,5,,,,,500,"1,319",,,"14,000",402,"1,161",969,0,472,620,517,,,,,,,,,,,,,-500,,,500,"-1,500","1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,-100,,,,,,,,,,,,,,,,,,,,,"15,000",,,,,,,,-500,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,500","1,500",100,900,"26,500","1,902","1,261","1,869","26,500","1,515",814,"1,319",0,387,447,550,"26,500","1,128",367,769,,,,,,,"1,609","31,532"
AZR BLACK (Azure Black Line),Lychee (Black),✕,Normal,,"2,381",-,-,-,-,0,,9,,,,,,900,,,,,,,0,900,207,-,-,-,207,,2,,,,,,200,,1,,,,,100,507,29,-,-,-,29,,,,,,,,0,,3,,,,,300,329,145,-,-,-,145,,,,,,,,0,,5,,,,,500,645,,,"1,500",514,70,450,0,16,230,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-300,300,,-300,,,300,-300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-600,0,300,300,900,514,370,750,900,507,329,645,0,7,41,105,900,500,288,540,,,,,,,253,"2,534"
AZR GOLD (Azure Gold Line),Mexicola,◯,Strong,2,"17,554",-,-,-,-,0,,135,,,,,,"13,500",,,,,,,0,"13,500",100,235,-,-,335,,5,,,,,,500,,5,,,,,500,"1,335",175,211,-,-,386,,3,,,,,,300,,5,,,,,500,"1,186",128,205,-,-,333,,7,,,,,,700,,5,,,,,500,"1,533",,,"15,000","1,122","1,498","1,231",0,286,204,329,,,,,,,,,,,,,-500,,,500,-500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-500,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,500",500,0,"1,000","13,500","1,622","1,498","2,231","13,500","1,335","1,186","1,533",0,287,312,698,"13,500","1,048",874,835,,,,,,,819,"18,851"
AZR BLACK (Azure Black Line),Mexicola (Black),✕,Strong,,"4,900",-,-,-,-,0,,49,,,,,,"4,900",,,,,,,0,"4,900",-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,900",0,0,0,"4,900",0,0,0,"4,900",0,0,0,0,0,0,0,"4,900",0,0,0,,,,,,,0,"4,900"
AZR GOLD (Azure Gold Line),New Grape Mint,◯,Normal,1,"16,743",-,-,-,-,0,,140,,,,,,"14,000",,,,,,,0,"14,000",139,-,-,-,139,,3,,,,,,300,,5,,,,,500,939,230,-,-,-,230,,,,,,,,0,,3,,,,,300,530,74,-,-,-,74,,7,,,,,,700,,5,,,,,500,"1,274",,,"15,000",459,582,"1,004",0,123,69,159,,,,,,,,,,,,,-500,,,500,-500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000",500,0,500,"14,000",959,582,"1,504","14,000",939,530,"1,274",0,20,52,230,"14,000",919,478,"1,044",,,,,,,351,"17,045"
AZR GOLD (Azure Gold Line),Orange Crush,✕,Normal,,"14,960",-,-,-,-,0,,125,,,,,,"12,500",,,,,,,0,"12,500",64,-,-,-,64,,3,,,,,,300,,4,,,,,400,764,179,-,-,-,179,,,,,,,,0,,2,,,,,200,379,117,-,-,-,117,,7,,,,,,700,,5,,,,,500,"1,317",,,"7,500",913,613,"1,501",0,157,251,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",0,0,0,"12,500",913,613,"1,501","12,500",764,379,"1,317",0,149,234,184,"12,500",615,145,"1,133",,,,,,,506,"15,527"
AZR BLACK (Azure Black Line),Orange Crush (Black),✕,Normal,,"6,822",-,-,-,-,0,,56,,,,,,"5,600",,,,,,,0,"5,600",112,-,-,-,112,,1,,,,,,100,,1,,,,,100,312,47,-,-,-,47,,,,,,,,0,,3,,,,,300,347,63,-,-,-,63,,,,,,,,0,,5,,,,,500,563,,,900,727,477,513,0,233,123,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-300,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,700",0,0,300,"5,600",727,477,813,"5,600",312,347,563,0,415,130,250,"5,600",-103,217,313,,,,,,,642,"7,617"
AZR GOLD (Azure Gold Line),Papaya,✕,Normal,,140,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,58,-,-,-,58,,,,,,,,0,,,,,,,0,58,56,-,-,-,56,,,,,,,,0,,,,,,,0,56,26,-,-,-,26,,,,,,,,0,,,,,,,0,26,,,0,58,95,42,0,16,17,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,58,95,42,0,58,56,26,0,0,39,16,0,58,17,10,,,,,,,60,195
AZR GOLD (Azure Gold Line),Passion Fruit,◯,Normal,1,"18,229",-,-,-,-,0,,150,,,,,,"15,000",,,,,,,0,"15,000",107,-,-,-,107,,6,,,,,,600,,5,,,,,500,"1,207",178,-,-,-,178,,,,,,,,0,,5,,,,,500,678,144,-,-,-,144,,7,,,,,,700,,5,,,,,500,"1,344",,,"10,500","1,239",745,"1,006",0,126,93,190,,,,,,,,,,,,,-500,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,500",0,0,500,"15,000","1,239",745,"1,506","15,000","1,207",678,"1,344",0,32,67,162,"15,000","1,175",611,"1,182",,,,,,,409,"18,490"
AZR BLACK (Azure Black Line),Passion Fruit (Black),✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,0,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0
AZR BLACK (Azure Black Line),Pineapple (Black),✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0
AZR GOLD (Azure Gold Line),Pineapple Express,◯,Normal,1,"17,165",-,-,-,-,0,,135,,,,,,"13,500",,,,,,,0,"13,500",216,-,-,-,216,,3,,,,,,300,,5,,,,,500,"1,016",149,-,-,-,149,,6,,,,,,600,,4,,,,,400,"1,149",200,-,-,-,200,,8,,,,,,800,,5,,,,,500,"1,500",,,"8,900","1,088","1,199","1,221",0,150,132,253,,,,,,,,,,,,,-400,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,600",0,0,400,"13,500","1,088","1,199","1,621","13,500","1,016","1,149","1,500",0,72,50,121,"13,500",944,"1,099","1,379",,,,,,,535,"17,408"
